tweet-sno-1198	Q0	vclaim-sno-crowded-train-station-ukraine	1	50.18266106048913	SimBa
tweet-sno-1198	Q0	vclaim-sno-arma-game-clip-ukraine	1	43.634625058185556	SimBa
tweet-sno-1198	Q0	vclaim-sno-russian-paratroopers-ukraine	1	41.33301778396648	SimBa
tweet-sno-1198	Q0	vclaim-sno-ukraine-road-sign-russia	1	40.23544582630888	SimBa
tweet-sno-1198	Q0	vclaim-sno-mueller-yanukovych-photo	1	38.77990375579402	SimBa
tweet-sno-1199	Q0	vclaim-sno-elon-musk-starlink-ukraine	1	58.42102647712111	SimBa
tweet-sno-1199	Q0	vclaim-sno-arma-game-clip-ukraine	1	39.642611005968604	SimBa
tweet-sno-1199	Q0	vclaim-sno-tesla-hiring-complaints-elon-musk	1	39.223015927673906	SimBa
tweet-sno-1199	Q0	vclaim-sno-russian-paratroopers-ukraine	1	38.78996411845306	SimBa
tweet-sno-1199	Q0	vclaim-sno-nuclear-bomb-detonated-in-ukraine	1	37.06877501790702	SimBa
tweet-sno-1200	Q0	vclaim-sno-elon-musk-starlink-ukraine	1	43.530937578173265	SimBa
tweet-sno-1200	Q0	vclaim-sno-back-to-the-future-michael-j-fox	1	34.151261096832286	SimBa
tweet-sno-1200	Q0	vclaim-sno-first-space-hotel-opening	1	33.56269660250887	SimBa
tweet-sno-1200	Q0	vclaim-sno-elon-musk-buca-di-beppo	1	33.49662252910696	SimBa
tweet-sno-1200	Q0	vclaim-sno-russian-warship-us-navy	1	32.84851059879404	SimBa
tweet-sno-1201	Q0	vclaim-sno-elon-musk-starlink-ukraine	1	47.26448109998732	SimBa
tweet-sno-1201	Q0	vclaim-sno-ukraine-letter-mark-zuckerberg	1	42.4130469937551	SimBa
tweet-sno-1201	Q0	vclaim-sno-zelensky-trump-nothing-wrong	1	38.9428622711159	SimBa
tweet-sno-1201	Q0	vclaim-sno-arma-game-clip-ukraine	1	37.93582156211026	SimBa
tweet-sno-1201	Q0	vclaim-sno-nuclear-bomb-detonated-in-ukraine	1	37.584913410159075	SimBa
tweet-sno-1202	Q0	vclaim-sno-un-ban-word-war-russia-ukraine	1	56.426226355242406	SimBa
tweet-sno-1202	Q0	vclaim-sno-bbc-nato-russia-nuclear-incident	1	41.11744296588714	SimBa
tweet-sno-1202	Q0	vclaim-sno-taking-kids-to-church-violates-rights	1	40.76690619987608	SimBa
