999	Q0	6094	1	53.050787060351496	SimBa
999	Q0	8006	1	42.74419372281094	SimBa
999	Q0	663	1	42.26081972339913	SimBa
999	Q0	6248	1	42.05789140498782	SimBa
999	Q0	1068	1	41.253098193990425	SimBa
1000	Q0	6094	1	53.74568625958591	SimBa
1000	Q0	8678	1	41.113630849281876	SimBa
1000	Q0	1258	1	40.48004895884249	SimBa
1000	Q0	8003	1	40.39597474627301	SimBa
1000	Q0	8006	1	39.82949123337789	SimBa
1001	Q0	582	1	52.93968947974868	SimBa
1001	Q0	5199	1	46.330582624281085	SimBa
1001	Q0	3019	1	44.61594462792182	SimBa
1001	Q0	6186	1	41.44525902314627	SimBa
1001	Q0	5136	1	40.985228011198735	SimBa
1002	Q0	8005	1	57.53211911501833	SimBa
1002	Q0	1159	1	49.93780896271352	SimBa
1002	Q0	400	1	43.662823765298285	SimBa
1002	Q0	8006	1	43.50496590138357	SimBa
1002	Q0	4939	1	42.243309573119824	SimBa
1003	Q0	8005	1	52.55862095143477	SimBa
1003	Q0	4939	1	45.45880492818019	SimBa
1003	Q0	1159	1	45.343818138540044	SimBa
1003	Q0	400	1	41.13384689854321	SimBa
1003	Q0	8782	1	39.79300958586899	SimBa
1004	Q0	5463	1	50.54241806837836	SimBa
1004	Q0	6099	1	42.97878346140495	SimBa
1004	Q0	38	1	41.911459970815656	SimBa
1004	Q0	8814	1	41.47188822107871	SimBa
1004	Q0	9830	1	41.293012251590056	SimBa
1005	Q0	6309	1	70.58513652432597	SimBa
1005	Q0	6321	1	52.909577817899866	SimBa
1005	Q0	8920	1	50.18672836443249	SimBa
1005	Q0	6316	1	48.16144378644651	SimBa
1005	Q0	6311	1	46.49957511193861	SimBa
1006	Q0	816	1	51.230964509649326	SimBa
1006	Q0	6729	1	44.18544170052513	SimBa
1006	Q0	5334	1	41.56662720884536	SimBa
1006	Q0	1309	1	40.7350707327728	SimBa
1006	Q0	2650	1	40.092474919639464	SimBa
1007	Q0	1783	1	48.841739113820516	SimBa
1007	Q0	6957	1	46.292571412714814	SimBa
1007	Q0	3589	1	42.04006857632485	SimBa
