85d85492-025a-444a-a610-7a3247ead86b	0	exploredata-ZA5254_Varanswer	1
85d85492-025a-444a-a610-7a3247ead86b	0	exploredata-ZA5254_Varregion_9	1
85d85492-025a-444a-a610-7a3247ead86b	0	exploredata-ZA5254_Varcode_9	1
4398d174-1709-4461-85fb-49bb58e09021	0	exploredata-ZA3693_Varv131	1
4398d174-1709-4461-85fb-49bb58e09021	0	exploredata-ZA3904_Varv556	1
4398d174-1709-4461-85fb-49bb58e09021	0	exploredata-ZA4246_VarD14	1
4398d174-1709-4461-85fb-49bb58e09021	0	exploredata-ZA4056_Varv248	1
ad8e0ec7-e0b2-4ca3-a723-3bbfda808558	0	exploredata-ZA6644_Varqa6	1
ad8e0ec7-e0b2-4ca3-a723-3bbfda808558	0	exploredata-ZA5565_Varqd10	1
68c76dd6-4c5a-4d2e-bf40-a7d96a38fd10	0	exploredata-ZA5890_VarEDUCYRS	1
68c76dd6-4c5a-4d2e-bf40-a7d96a38fd10	0	exploredata-ZA5890_VarISCO88	1
f8c9a0c1-1ef9-4c3a-9fc8-35a2c9deea0c	0	exploredata-ZA5876_Varqd2_1	1
f8c9a0c1-1ef9-4c3a-9fc8-35a2c9deea0c	0	exploredata-ZA5876_Varqd3_1	1
cf5ca192-8299-46bd-943a-cc2b91fe7aa4	0	exploredata-ZA4460_Varq532a	1
806355cb-3521-4261-8570-15cd015ac99f	0	exploredata-ZA4976_Varv136	1
806355cb-3521-4261-8570-15cd015ac99f	0	exploredata-ZA4976_Varv107	1
806355cb-3521-4261-8570-15cd015ac99f	0	exploredata-ZA4976_Varv130	1
806355cb-3521-4261-8570-15cd015ac99f	0	exploredata-ZA4976_Varv108	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV160	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV161	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV162	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV175	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV159	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV178	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV158	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV47	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV176	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV262	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV177	1
8de67206-da71-48f8-a01a-c52f3605c23b	0	exploredata-ZA2800_VarV174	1
925a2f8f-bd91-43af-a27a-c5eb30a88303	0	exploredata-ZA4950_VarV64	1
a48ccd42-77cf-477c-9f29-54ad16c95bbf	0	exploredata-ZA5876_Varqd2_1	1
a48ccd42-77cf-477c-9f29-54ad16c95bbf	0	exploredata-ZA5876_Varqd3_1	1
7129f72b-5660-4be8-8567-9693c3758ae1	0	exploredata-ZA5500_Varv17	1
c55c481a-b9a9-416c-9a99-c8ef14cc57cb	0	exploredata-ZA3693_Varv131	1
c55c481a-b9a9-416c-9a99-c8ef14cc57cb	0	exploredata-ZA3904_Varv556	1
c55c481a-b9a9-416c-9a99-c8ef14cc57cb	0	exploredata-ZA4056_Varv248	1
ef8b9463-ad83-4a8d-ac56-86d838d1f1c8	0	exploredata-ZA4600_VarV446	1
ef8b9463-ad83-4a8d-ac56-86d838d1f1c8	0	exploredata-ZA4600_VarV3	1
ef8b9463-ad83-4a8d-ac56-86d838d1f1c8	0	exploredata-ZA4600_VarV120	1
ef8b9463-ad83-4a8d-ac56-86d838d1f1c8	0	exploredata-ZA4600_VarV444	1
4c2812e4-facd-44d0-999b-9d351a8cdae7	0	exploredata-ZA5254_Varanswer	1
4c2812e4-facd-44d0-999b-9d351a8cdae7	0	exploredata-ZA5254_Vareastwest	1
4c2812e4-facd-44d0-999b-9d351a8cdae7	0	exploredata-ZA5254_Varcode_9	1
4c2812e4-facd-44d0-999b-9d351a8cdae7	0	exploredata-ZA5254_Varregion_9	1
694d619f-6248-4a2d-948e-4e7981fe4216	0	exploredata-ZA5500_Varv17	1
2edc93c1-8f7f-4004-8a69-357e29130e1c	0	exploredata-ZA4950_VarV62	1
c0d15ae2-68e9-441c-9dc8-d7841b5d099e	0	exploredata-ZA5250_Varmn09	1
c0d15ae2-68e9-441c-9dc8-d7841b5d099e	0	exploredata-ZA5250_Varmn19	1
c0d15ae2-68e9-441c-9dc8-d7841b5d099e	0	exploredata-ZA5250_Varmn05	1
c0d15ae2-68e9-441c-9dc8-d7841b5d099e	0	exploredata-ZA5250_Varmn02	1
feab1d58-ef88-4c5f-9051-7ddfaa05bbee	0	exploredata-ZA5500_Varv17	1
b4a3469b-9139-4951-b118-403cd369ff2d	0	exploredata-ZA4600_VarV120	1
493e7cc8-b98e-4382-bc6d-e7a25cad6f2f	0	exploredata-ZA3700_VarV519	1
493e7cc8-b98e-4382-bc6d-e7a25cad6f2f	0	exploredata-ZA3700_VarV186	1
493e7cc8-b98e-4382-bc6d-e7a25cad6f2f	0	exploredata-ZA3700_VarV517	1
ab41fdff-a120-4201-8261-a19ceac00acd	0	exploredata-ZA6644_Varqa1	1
ab41fdff-a120-4201-8261-a19ceac00acd	0	exploredata-ZA5565_Varqd1	1
488ba1dc-fc02-4b40-b16d-dd441e090da0	0	exploredata-ZA4600_VarV114	1
f5e2950a-2804-4f3f-b354-9608ecb766ed	0	exploredata-ZA5566_Varqa9	1
0766a45e-159d-457f-840c-815f8c97e9fa	0	exploredata-ZA5890_VarEDUCYRS	1
0766a45e-159d-457f-840c-815f8c97e9fa	0	exploredata-ZA5890_VarSEX	1
0766a45e-159d-457f-840c-815f8c97e9fa	0	exploredata-ZA5890_VarISCO88	1
0766a45e-159d-457f-840c-815f8c97e9fa	0	exploredata-ZA5890_VarV70	1
226f27cc-7724-4ca8-aabc-fbbb7166e659	0	exploredata-ZA4600_VarV669	1
226f27cc-7724-4ca8-aabc-fbbb7166e659	0	exploredata-ZA4600_VarV309	1
d56df6e1-f178-4e8b-9700-83cc55ff24cf	0	exploredata-ZA4600_VarV501	1
d56df6e1-f178-4e8b-9700-83cc55ff24cf	0	exploredata-ZA4600_VarV669	1
b47184c8-1a6a-4995-8853-d40cc50edc5e	0	exploredata-ZA4600_VarV173	1
b47184c8-1a6a-4995-8853-d40cc50edc5e	0	exploredata-ZA4600_VarV375	1
4d8879b1-65d1-489d-9907-7fb93a0026f1	0	exploredata-ZA2459_Varv19	1
4d8879b1-65d1-489d-9907-7fb93a0026f1	0	exploredata-ZA2637_Varisocntry	1
25839608-d44e-4ae8-9617-f7ae7507d952	0	exploredata-ZA5565_Varqd1	1
25839608-d44e-4ae8-9617-f7ae7507d952	0	exploredata-ZA6644_Varqa1	1
25839608-d44e-4ae8-9617-f7ae7507d952	0	exploredata-ZA5565_Varp7lv	1
25839608-d44e-4ae8-9617-f7ae7507d952	0	exploredata-ZA6644_Varp7se	1
35c90edf-6ebd-4a65-9a3e-32c234b8dfa4	0	exploredata-ZA4600_VarV524	1
