85d85492-025a-444a-a610-7a3247ead86b	Dabei haben wir jedes Mal eine der oben genannten generierten Gruppen (Türken, Europäer, Flüchtlinge und „Anderssein“) eingefügt.
4398d174-1709-4461-85fb-49bb58e09021	In Westdeutschland zeigen sich die Frauen unzufriedener als die Männer.
ad8e0ec7-e0b2-4ca3-a723-3bbfda808558	Possible answers included ‘no, you are not ready to pay more’, ‘yes, you would be ready to pay up to 5% more’,‘yes, you would be ready to pay 6 to 10% more’,‘yes, you would be ready to pay more than 10% more’ and ‘don’t know’.
68c76dd6-4c5a-4d2e-bf40-a7d96a38fd10	Notably this last country, Austria, is the only one that witnessed an increase over time of the returns to education, but, while this is also the case for Japan, the Philippines and West Germany, their coefficients are not significant.
f8c9a0c1-1ef9-4c3a-9fc8-35a2c9deea0c	In spite of the widespread assumption that media impact identity, the research on the effects of media on European identity is still rare, with view exceptions (for overviews see, Bruter, 2005; De Vreese & Boomgaarden, 2006; De Vreese, Boomgaarden, & Semetko, 2011; Olausson, 2010; Staehelin, 2016; Triga & Vadratsikas, 2016).
cf5ca192-8299-46bd-943a-cc2b91fe7aa4	Da es sowohl Argumente dafür gibt, dass durch das Quotaverfahren Postmaterialisten bevorzugt ausgewählt werden, als auch dafür, dass weniger Post- materialisten befragt werden, und nicht klar ist, ob diese Effekte sich aufheben oder ob ein Effekt den anderen überlagert, ist die folgende Hypothese ungerichtet formuliert.
806355cb-3521-4261-8570-15cd015ac99f	Moreover, trust has the strongest impact on acceptance in 10 countries.
8de67206-da71-48f8-a01a-c52f3605c23b	In general, respondents were more supportive of employment rights for foreign workers to be provided by employers (minimum wage, accident insurance) than political and social rights to be provided by the state.
925a2f8f-bd91-43af-a27a-c5eb30a88303	For the RM, we use the “centrality of religion” scale developed by Stefan Huber which is based on Charles Glock’s dimensional model of religion and claims to measure the centrality of religion in people’s life in a comparable way across different religious cultures.
a48ccd42-77cf-477c-9f29-54ad16c95bbf	A second precondition for European identity to take root is its establishment as a conversational “habit”, within general public discourses, and media play a crucial role in this regard (Gripsrud, 2007, p.490) by continuously placing certain issue on its agenda.
7129f72b-5660-4be8-8567-9693c3758ae1	Belastungen für die Umwelt, die sich aus verschiedenen individuellen Verhaltensweisen ergeben, bleiben damit also ausgeklammert, es sei denn, dass diese Belastungen in weiterer Folge auch als Bedrohung für sich selbst oder die Familie wahrgenommen werden.
c55c481a-b9a9-416c-9a99-c8ef14cc57cb	Die Differenz zwischen Ost- und Westdeutschland variiert zwischen 20 und 30 Prozentpunkten.
ef8b9463-ad83-4a8d-ac56-86d838d1f1c8	Bei näherer Betrachtung wird deutlich, dass sich die Einflussstärke der Prädiktorvariablen in West- und Ostdeutschland teilweise unterscheidet: Während das Haushaltseinkommen die subjektive Schichteinstufung in Ostdeutschland stärker bestimmt als in Westdeutschland, erweist sich der Einfluss der Klassenlage dort als etwas schwächer.
4c2812e4-facd-44d0-999b-9d351a8cdae7	Dass (auch) Angehörige europäischer Nationen oder Regionen zu den „in Deutschland lebenden Ausländern“gehören, fällt häufiger den Personen mit einem höheren Schulabschluss ein.
694d619f-6248-4a2d-948e-4e7981fe4216	Welches dieser Probleme betrifft Sie und Ihre Familie am meisten?
2edc93c1-8f7f-4004-8a69-357e29130e1c	Therefore, in Japan, the item on attending religious services was adapted to “visit to a temple or Shinto-shrine” in the WVS and “visit to a place of prayer and devotion” in the ISSP.
c0d15ae2-68e9-441c-9dc8-d7841b5d099e	Die deutsche Bevölkerung hält nicht die Abstammung, sondern insbesondere die Achtung der Grundwerte und die Anpassung des Lebensstils als relevant für eine Einbürgerung von Migranten.
feab1d58-ef88-4c5f-9051-7ddfaa05bbee	Somit stellt sich auch innerhalb Österreichs die Frage, welche Faktoren die Risikowahrnehmung beeinflussen.
b4a3469b-9139-4951-b118-403cd369ff2d	Die Frage nach der subjektiven Schicht-identifikation wird im Rahmen des ALLBUS seit 1980 regelmäßig gestellt und lautet: „Es wird heute viel über die verschiedenen Bevölkerungsschichten gesprochen.
493e7cc8-b98e-4382-bc6d-e7a25cad6f2f	The age of an employee may negatively influence the probability of ‘never-membership’ for at least two reasons.
ab41fdff-a120-4201-8261-a19ceac00acd	In 2015, the association between arrival countries and the ‘very important’ opinion was statistically significant, with an average of 17.22 pp. (5.39 to 29.05) higher support.
488ba1dc-fc02-4b40-b16d-dd441e090da0	„Über die Aufgaben der Frau in der Familie und bei der Kindererziehung gibt es verschiedene Meinungen.
f5e2950a-2804-4f3f-b354-9608ecb766ed	Dieser Aspekt der Wahrnehmung der individuellen Situation auf dem Arbeitsmarkt wird nun ebenfalls in die Betrachtung einbezogen.
0766a45e-159d-457f-840c-815f8c97e9fa	East Asian and Oceanian countries show a higher average level of the mobility index, with the exception of Japan and Australia.
226f27cc-7724-4ca8-aabc-fbbb7166e659	Wahrgenommene Opportunitätsdifferenzen geben an, ob die Befragten glauben, dass bestimmte Lebensbereiche durch eine Migration verbessert werden könnten: die Arbeitssituation (Karriere); die Partnerschaft bzw. die Möglichkeiten, einen Partner bzw. eine Partnerin zu finden, falls die Befragten z.Zt. keine Paarbeziehung haben; das Familienleben; die Möglichkeiten, persönlichen Interessen nachzugehen.
d56df6e1-f178-4e8b-9700-83cc55ff24cf	Dieses Modell beruht nicht nur auf Kosten-Nutzen Abwägungen – die im mikroökonomischen Ansatz prominent sind – sondern basiert auch auf psychologischen Konzepten, vor allem auf der Theory of Planned Behaviour und ihren Vorläufern (de Jong/Fawcett 1981; Kalter 1997; Lu 1998) sowie dem neueren Rubikonmodell (Kley 2009, 2011).
b47184c8-1a6a-4995-8853-d40cc50edc5e	Dieser Befund legt nahe, dass die Unterschiede in der ökonomischen Prosperität zwischen den beiden Städten vor allem für Befragte mit mittlerem Qualifikationsniveau bedeutsam sind, jedoch nicht für Hochschulabsolventen.
4d8879b1-65d1-489d-9907-7fb93a0026f1	Innerhalb der einzelnen Länder ist die Entwicklung der Lebenszufriedenheit in dem gemessenen Zeitraum sehr stabil, und auch der Abstand zwischen den Ländern bleibt nahezu konstant.
25839608-d44e-4ae8-9617-f7ae7507d952	Sweden (70.4%) and Latvia (15.7%) were highest and lowest in 2015.
35c90edf-6ebd-4a65-9a3e-32c234b8dfa4	Es gibt aber Unterschiede in den Konfessionen.
c38d1d6d-f345-4e8d-a55d-b7fcd6f1bd3e	Besonders häufig waren dabei Angaben wie „Muslime“oder „Islam“.
04105ddc-8143-46b9-9be8-a7b94f18a7a2	Befragte, die alle oder die meisten ihrer Verwandten und Freunde am Wohnort haben, denken seltener an einen Wegzug, planen diesen seltener und ziehen tatsächlich seltener weg als andere.
5c26c3db-cce2-4adb-a258-5e74771a0b70	Others have shown that members of a religious minority group who emphasized their inclusive (common- ingroup) identity (e.g., their nation) reported stronger system-justifying attitudes (Jásko and Kossowska, 2013).
2122b8cc-af9d-468c-9458-00fd5182e0cd	Seither sind auch die Wahlerfolge in Westdeutschland größer (2005: 4, 9%, 2009: 8, 3%, 2013: 5, 6%); Die Linke ist auch hier in den Kreis der wählbaren Parteien (choice set der Wähler) gerückt.
40dd62a7-bec1-4a09-ba01-a4f572546f13	Merkel übernimmt bei ihrer ersten Kandidatur die Position ihrer Partei, um 2009 und 2013 dann moderater eingestuft zu werden.
e13ddb2c-5717-4ef1-8bd0-0bdde4d90f2d	Demgegenüber verringert die Assoziation von Ausländern mit europäischen Einwanderern (basierend auf ihrem jeweiligen Herkunftsland oder ihrer Herkunftsregion) die negative Einstellung gegenüber „Ausländern“in der Umfrage.
88d4658f-0402-45a8-bfbb-a7597849807e	Modell 2 in Tabelle 2 zeigt, dass für beide Gruppen der Beschäftigten und für Arbeitslose in Freiburg geringere Chancen geschätzt werden, Migrationsabsichten zu entwickeln als in Magdeburg (siehe Interaktionen).
a0b73930-33d7-4c6e-a9c0-711e60543db7	Repeated surveys draw on a representative sample of the population to describe the typical beliefs held by citizens in a given country and period.
aadfcf0d-699b-4e43-8201-6226fe50f0a4	Danach werden in Kapitel 4 ausgewählte empirische Befunde zur Wahrnehmung von umweltbezogenen Risiken gesichtet.
e537fd30-e4bc-459b-a46b-1076bc5550fb	Hoch gebildete und junge Menschen sind besonders mobil, weil sich ihre Bildungsinvestitionen auszahlen sollen, und weil sie im Falle von Arbeitslosigkeit oder Unterbeschäftigung große Gehaltsausfälle zu erwarten hätten.
ffd21d96-3b70-42d8-9935-623b9216c7b8	Auf Länderebene korreliert der Anteil der Arbeitnehmer mit einem hohen subjektiven Arbeitslosenrisiko stark mit der tatsächlichen Arbeitslosenquote (Pearsons R=0, 70), allerdings scheinen auch noch weitere Faktoren eine Rolle zu spielen.
d14fcae8-d84b-4959-9ded-97530b4b1fa7	Inthelightofabovearguments, themaingoalofthis study is to clarify the influence of the exposure to European political news on identification with the EU.
89d21ecb-15bc-4205-a418-768338711192	Wasserprobleme werden im Gesamtsample eher von weniger gut Ausgebildeten sowie in ländlichen Regionen wahrgenommen.
7adf521a-795b-4312-8d79-7be55163ccd9	Apart from considerations of union tradition, the individual’s socialization and class consciousness, economic and rational-choice considerations suggest that the rather homogeneous preferences and working conditions ofblue-collar workers make them easier to organize than white-collar workers.
82f22438-c277-4445-98cc-6a4448adf88f	Während sich somit in Frankreich, Belgien und den Niederlanden zunehmend bessere Rahmenbedingungen für die Herausbildung einer partnerschaftlichen Arbeitsteilung herausgebildet haben, fördert der institutionelle Kontext in den beiden deutschsprachigen Ländern weiterhin eine traditionelle Form der familialen Arbeitsteilung, die nur bedingt Raum für die Entwicklung einer partnerschaftlichen Rollenverteilung im Haushalt lässt.
8220c1bb-e5aa-41b6-bfe0-cf239070ad1e	Research that has tried to make sense of this paradoxical system-justifying outgroup favoritism has suggested that such an effect may be more pronounced when status differences between the disadvantaged and the advantaged are seen as legitimately achieved, and when the system is perceived to be inescapable and durable/stable (Friesen et al., 2019).
12a6cfc1-dd2f-4e5d-a632-5368b321f06b	Welcher Aspekt in reichen Ländern nun für das höhere Zufriedenheitsniveau verantwortlich ist, kann nicht einwandfrei geklärt werden.
9ac36732-5a35-4e48-8013-973d8ba361bc	Age and education have a positive impact on acceptance, whereas gender, social class, and residence have a negative impact on it.
58c5df2e-04b1-4557-b760-be72eca331eb	Insgesamt betrachtet sind die Unterschiede zwischen den verschiedenen hier betrachteten Gruppen im Osten größer als im Westen.
8b7f0679-e7d1-4fab-83ef-cbf42ef2cf5b	Auf den konkreten Fall übertragen, würde das bedeuten, dass z.B. alle 18- bis 25-jährigen Studentinnen Postmaterialisten wären.
3ba5088d-6f3f-4c89-812c-8f7e388b40b6	In order to have a single variable indexing respondent’s social background, the highest value between mother and father’s status has been considered (see Erikson 1984).
c5f0dfc7-13b2-4b4d-af9e-58734a135e25	Participants were asked “In your opinion, is it very important, fairly important, not very important or not at all important to help people in developing countries?”.
50d02743-9bf0-43b0-8cbe-b22cf53005e5	Dieses Gefühl der Zufriedenheit sei jedoch immer nur vorübergehend, und sobald ein Ziel erreicht wäre, würden neue Ziele anvisiert.
b309ce16-860f-4f9b-8de1-4db8203ea673	However, the unfolding debate around the phenomenon now centers on why the disadvantaged would hold such attitudes in the first place.
06a75dce-ffb6-4425-b74d-580219248298	Erstens wurde die Hypothese aufgestellt, dass ein wahrgenommenes Arbeitslosigkeitsrisiko das Aufkommen von Wegzugsabsichten forcieren könnte, vor allem auf angespannten lokalen Arbeitsmärkten, da sich die meisten Lohn- und Gehaltsempfänger vermutlich des Risikos, das die Arbeitslosigkeit für ihren Lebensstandard birgt, bewusst sind.
6e6aeabf-131c-40e8-a43f-ce55ae336bcc	Darüber hinaus erschien uns noch eine Zusammenführung aller Codes sinnvoll, bei denen die Befragten auf die offene Frage mit einer Definition geantwortet haben, in der auf physische Merkmale (z.B. Hautfarbe), Religion oder andere kulturelle Aspekte (z.B. „Kopftuch“) zur Beschreibung der Gruppe Bezug genommen wurde. 
7d2af5b1-cb25-406c-b605-8a28bd70d206	Wie stark der Internetanschluss zu Hause von der Höhe des eigenen Einkommens abhängt, veranschaulicht Abbildung 3.
7b87a276-c17e-41b8-b36e-76a86d3e0571	On the other hand, 50.0% of the first group opposed nuclear power, whereas 28.3% of the latter group did so.
0ba39189-076c-4092-ab7f-bcc55cd0c723	Die Kandidaten Barzel im Wahljahr 1972, Strauß 1980 und Kohl 1998 markierten Tiefpunkte der Kandidatenvalenz.
970e8cea-d25e-4826-8427-a0d1fdaecf9a	Empirically the variables used for studying the relationships of the OED triangle are parental social background, which is obtained from father’s and mother’s occupation (variables V70 and V72 respectively); respondent’s occupation at time of survey (variable ISCO88) and respondent’s education as measured by years of schooling (variable EDUYRS).
f035cde0-3157-4341-9b36-c1aa0bbd9fc9	To reduce the chance of potential last minute swings, only pre-election polls with a sufficiently small temporal distance between poll and election were used.
17562fc9-ce16-4a87-bec7-8b0c93ca5f23	Immerhin 11% der Befragten kam keinerlei andere Gruppe in den Sinn, im Westen war das nur bei 6% der Befragten der Fall.
3bb6507e-4714-49e9-98b7-7e46af7eb769	Mit dem ALLBUS 2004 ist es zusätzlich möglich, Informationen getrennt nach Einkommen, Bildung, Region oder im Zusammenhang mit bestimmten Einstellungen zu untersuchen.
46e7e014-aae7-4cd7-b6f4-b37c87aa628b	Stärker sind die Unterschiede zwischen Menschen mit unterschiedlicher politischer Selbsteinstufung jedoch in Hinblick auf die „Europäer“.
9e0380ab-d281-4e1e-aa75-ac3c7dd35936	Elsewhere in the social psychological literature, research has documented a similar orientation amongst society’s disadvantaged: the tendency to attribute more positive stereotypes/traits to privileged members of society, and often at the expense of their own group (the so-called “outgroup favoritism effect” Cichocka et al., 2015; Hoffarth and Jost, 2017; Samson, 2018).
e8cbed21-3e67-457c-beda-ebdeb8f57015	Here too one can speak of a substantial difference between the current state of affairs and the ideal-typical situation in which parental background gradually loses its influence over offspring’s education, which in turn becomes a means to foster social openness.
d318ac96-18f6-4901-a444-c5dbc11ed8c9	Andernorts bessere Chancen zu sehen als am Wohnort, geht erwartungsgemäß Hand in Hand mit der Bildung von Migrationsabsichten und mit dem tatsächlichen Wegzug (vgl. mit „Total“am Ende von Tab. 1).
f58b9233-270d-4273-8ab2-6e0acfd854e2	Tabelle 3 stellt dar, welche Effekte diese Variablen in den verschiedenen Ländern haben, wobei die Länder nach zunehmender Bedeutung der wirtschaftlichen Faktoren geordnet sind.
008e1e83-05e7-40f2-a5d1-537ec43f80db	Deren Vorurteile werden durch Verwendung des Indikators Sozialsystem bei Semyonov et al. (2006) überschätzt.
2055376a-0fe5-4669-b950-c21277f2c476	Daneben wird die individuelle Lebenszufriedenheit auch anhand von sich wandelnden Anspruchsniveaus erklärt.
1400f9e0-fbf3-4d91-8d0b-13fff4f8b442	Auch in den anderen Ländern mit niedrigen Arbeitsplatzverlustraten und niedrigen Wiederbeschäftigungschancen (z.B. der Slowakei und Belgien) ist der Anteil der Arbeitnehmer, die wenige Schwierigkeiten erwarten, vergleichsweise hoch (43% – 56%).
8c796deb-e252-41fc-9b8c-29a1161dcacd	The second scale includes belief in reincarnation, belief in Nirvana, and ancestor belief and will be called “eastern beliefs.”
feae0abf-4262-4f08-99d1-c77b4abea02f	Haushaltsexterne Aufgaben (etwa das Erledigen von Einkäufen) oder die Versorgung kranker Familienmitglieder werden ebenfalls kaum ausschließlich von Vätern übernommen, allerdings werden diese Aufgaben stärker zwischen den Ehepartnern aufgeteilt.
ae203cad-53ae-483c-ba5e-29c7445d2a2a	Aber auch sein fünfmaliger Nachfolger Kohl bis 1998 und Stoiber 2002 als Kanzlerkandidaten der Union werden etwas rechter eingeschätzt als ihre Partei.
a22479b3-eb59-4c0a-b288-a3a6762e65f8	Im selbst genutzten Wohneigentum zu leben und alle oder die meisten Freunde am Wohnort zu haben, hält die Befragten signifi kant vom Wegzug ab.
a5cf541a-f4f4-4c5f-91bb-a56037b012b5	Der Durchschnitt der zehn Neumitglieder, die 2004 beigetreten sind, zeigt für die vergangenen zwei Jahre, für die vergleichbare Daten zur Verfügung stehen, ebenfalls eine fallende Tendenz.
0a0a36e7-21fc-4c8f-afdd-c71af2886050	Weniger als ein Zehntel aller Väter übernimmt mehrheitlich Reinigungsaufgaben; immerhin ein Drittel führt diese Tätigkeiten gemeinsam mit der Partnerin durch.
32823daa-3fce-4505-8ac2-ef574a5e1187	According to SJT, people are driven by a conscious or unconscious system-oriented need “to defend, bolster, and justify existing social, economic, and political institutions and arrangements” (Jost and Kay, 2010, p.1, 148) and this represents a further type of human motivation because it functions to support the status quo alone (Jost and Banaji, 1994, p.10).
0206e60e-4f3b-48d7-9c5e-cd9e5fc5a3eb	In each analysis European Identity (mean= 2.6; on a scale from 1= low to 4= high; SD=0.8) was the dependent variable and the media use index (mean =3.4; on a scale from 0= no to 10= high; SD= 1.3) was the independent variable.
b62d8daa-3dd6-4d1a-8c48-1c373ec87f00	However, this is not reflected in the survey results: In Turkey, Spain, and the United States, the proportion of respondents who indicate that they have had “all-experiences” is higher than in Thailand and South Korea.
b4c9cadd-d72a-4230-857d-7e39cac0aeda	Hier gilt in beiden Landesteilen: je rechter die politische Selbsteinstufung, desto seltener wird diese Gruppe genannt.
0f593951-ed3c-4457-bbfa-235af3ad6f19	Mehrebenenanalysen, die zur Überprüfung der Thesen zur Erklärung von Unterschieden im Ausmaß von Vorurteilen zwischen Staaten verwandt werden, setzen (deutlich) mehr als zehn Staaten voraus (Snijders und Bosker 1999, 140, 154).
